id,url,date_posted,photos,locality,street,property_type,rooms,area_m2,owner_direct,price_total_zl,price_per_m2_zl,price_total_zl_cleaned,price_per_m2_zl_cleaned
3734500,https://adresowo.pl/o/mieszkanie-lodz-baluty-2-pokojowe-45-m2-l5o9a2,ponad tydzień temu,1.0,Łódź Bałuty,,Mieszkanie,2,45,True,320 000,7 111zł / m²,320000.0,7111.0
3734218,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-traktorowa-3-pokojowe-s3p9i1,ponad tydzień temu,13.0,Łódź Teofilów,ul. Traktorowa,Mieszkanie,3,48,True,400 000,8 421zł / m²,400000.0,8421.0
3733592,https://adresowo.pl/o/mieszkanie-lodz-radogoszcz-ul-nastrojowa-3-pokojowe-x6r2x9,ponad tydzień temu,8.0,Łódź Radogoszcz,ul. Nastrojowa,Mieszkanie,3,62,True,430 000,6 935zł / m²,430000.0,6935.0
3732772,https://adresowo.pl/o/mieszkanie-lodz-janow-ul-jana-skrzetuskiego-2-pokojowe-m7o5m0,ponad tydzień temu,8.0,Łódź Janów,ul. Jana Skrzetuskiego,Mieszkanie,2,40,True,380 000,9 596zł / m²,380000.0,9596.0
3733232,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-ignacego-paderewskiego-2-pokojowe-f0p9o5,ponad tydzień temu,6.0,Łódź Górna,ul. Ignacego Paderewskiego,Mieszkanie,2,37,True,315 000,8 514zł / m²,315000.0,8514.0
3733084,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-piasta-3-pokojowe-i3p2j8,ponad tydzień temu,8.0,Łódź Górna,ul. Piasta,Mieszkanie,3,51,True,515 000,10 053zł / m²,515000.0,10053.0
3732954,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-tatrzanska-2-pokojowe-y1e1u0,ponad tydzień temu,13.0,Łódź Dąbrowa,ul. Tatrzańska,Mieszkanie,2,39,True,250 000,6 477zł / m²,250000.0,6477.0
3732736,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-lutomierska-1-pokoj-e3u0l9,ponad tydzień temu,11.0,Łódź Bałuty,ul. Lutomierska,Mieszkanie,1,25,True,199 000,7 928zł / m²,199000.0,7928.0
3732510,https://adresowo.pl/o/mieszkanie-lodz-marysin-ul-obroncow-westerplatte-3-pokojowe-p3e3v6,ponad tydzień temu,9.0,Łódź Marysin,ul. Obrońców Westerplatte,Mieszkanie,3,38,True,342 000,9 000zł / m²,342000.0,9000.0
3731152,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-traktorowa-3-pokojowe-y3r1k0,ponad tydzień temu,6.0,Łódź Teofilów,ul. Traktorowa,Mieszkanie,3,49,True,420 000,8 571zł / m²,420000.0,8571.0
3730984,https://adresowo.pl/o/mieszkanie-lodz-2-pokojowe-38-m2-w5w1h2,ponad tydzień temu,7.0,Łódź,,Mieszkanie,2,38,True,270 000,7 105zł / m²,270000.0,7105.0
3730854,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-nowomiejska-3-pokojowe-j1a9n9,ponad tydzień temu,8.0,Łódź Śródmieście,ul. Nowomiejska,Mieszkanie,3,89,True,265 500,2 983zł / m²,265500.0,2983.0
3730816,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-konspiracji-2-pokojowe-k9a6z6,ponad tydzień temu,14.0,Łódź Górna,ul. Konspiracji,Mieszkanie,2,35,True,370 000,10 571zł / m²,370000.0,10571.0
3730666,https://adresowo.pl/o/mieszkanie-lodz-retkinia-ul-przelajowa-2-pokojowe-m6v5e0,ponad tydzień temu,8.0,Łódź Retkinia,ul. Przełajowa,Mieszkanie,2,42,True,340 000,8 015zł / m²,340000.0,8015.0
3730490,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-nawrot-1-pokoj-a8r2p9,ponad tydzień temu,14.0,Łódź Śródmieście,ul. Nawrot,Mieszkanie,1,29,True,339 000,11 690zł / m²,339000.0,11690.0
3730428,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-pomorska-4-pokojowe-y5o5v3,ponad tydzień temu,11.0,Łódź Śródmieście,ul. Pomorska,Mieszkanie,4,64,True,600 000,9 375zł / m²,600000.0,9375.0
3730402,https://adresowo.pl/o/mieszkanie-lodz-stare-polesie-al-adama-mickiewicza-2-pokojowe-b9t5n4,ponad tydzień temu,12.0,Łódź Stare Polesie,al. Adama Mickiewicza,Mieszkanie,2,52,True,599 900,11 552zł / m²,599900.0,11552.0
3729658,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-al-marsz-jozefa-pilsudskiego-2-pokojowe-i9c8o3,ponad tydzień temu,8.0,Łódź Śródmieście,al. marsz. Józefa Piłsudskiego,Mieszkanie,2,38,True,268 000,7 053zł / m²,268000.0,7053.0
3729482,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-zachodnia-1-pokoj-a8g8b2,ponad tydzień temu,4.0,Łódź Śródmieście,ul. Zachodnia,Mieszkanie,1,30,True,260 000,8 814zł / m²,260000.0,8814.0
3729448,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-romanowska-3-pokojowe-s6k1x7,ponad tydzień temu,8.0,Łódź Bałuty,ul. Romanowska,Mieszkanie,3,70,True,580 000,8 286zł / m²,580000.0,8286.0
3729438,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-hipoteczna-2-pokojowe-j1n5b6,ponad tydzień temu,7.0,Łódź Bałuty,ul. Hipoteczna,Mieszkanie,2,37,True,270 000,7 297zł / m²,270000.0,7297.0
3729222,https://adresowo.pl/o/mieszkanie-lodz-polesie-2-pokojowe-38-m2-l5g0z6,ponad tydzień temu,11.0,Łódź Polesie,,Mieszkanie,2,38,True,315 000,8 289zł / m²,315000.0,8289.0
3729178,https://adresowo.pl/o/mieszkanie-lodz-retkinia-al-ks-kard-stefana-wyszynskiego-4-pokojowe-y4q7b4,ponad tydzień temu,8.0,Łódź Retkinia,al. ks. kard. Stefana Wyszyńskiego,Mieszkanie,4,64,True,669 000,10 453zł / m²,669000.0,10453.0
3729038,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-tatrzanska-2-pokojowe-p1a3x0,ponad tydzień temu,8.0,Łódź Dąbrowa,ul. Tatrzańska,Mieszkanie,2,45,True,339 000,7 533zł / m²,339000.0,7533.0
3728960,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-rabienska-3-pokojowe-v5m2r8,ponad tydzień temu,18.0,Łódź Polesie,ul. Rąbieńska,Mieszkanie,3,70,True,850 000,12 062zł / m²,850000.0,12062.0
3728874,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-gospodarcza-2-pokojowe-z6l6q5,ponad tydzień temu,14.0,Łódź Górna,ul. Gospodarcza,Mieszkanie,2,51,True,480 000,9 499zł / m²,480000.0,9499.0
3728660,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-pomorska-1-pokoj-b8o1e1,ponad tydzień temu,15.0,Łódź Śródmieście,ul. Pomorska,Mieszkanie,1,27,True,385 000,14 243zł / m²,385000.0,14243.0
3728204,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-wolczanska-2-pokojowe-l3n1g5,ponad tydzień temu,2.0,Łódź Górna,ul. Wólczańska,Mieszkanie,2,45,True,350 000,7 778zł / m²,350000.0,7778.0
3728358,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-marynarska-2-pokojowe-w3t6e1,ponad tydzień temu,13.0,Łódź Bałuty,ul. Marynarska,Mieszkanie,2,45,True,550 000,12 222zł / m²,550000.0,12222.0
3728340,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-augustow-1-pokoj-s6f2e6,ponad tydzień temu,17.0,Łódź Widzew,ul. Augustów,Mieszkanie,1,33,True,396 000,12 000zł / m²,396000.0,12000.0
3728198,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-przelecz-1-pokoj-i3b5d4,ponad tydzień temu,7.0,Łódź Widzew,ul. Przełęcz,Mieszkanie,1,38,True,300 000,8 000zł / m²,300000.0,8000.0
3728090,https://adresowo.pl/o/mieszkanie-lodz-janow-ul-jana-skrzetuskiego-2-pokojowe-s0m5n6,ponad tydzień temu,9.0,Łódź Janów,ul. Jana Skrzetuskiego,Mieszkanie,2,51,True,449 000,8 804zł / m²,449000.0,8804.0
3727284,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-wroclawska-3-pokojowe-b6u7n1,ponad tydzień temu,19.0,Łódź Bałuty,ul. Wrocławska,Mieszkanie,3,70,True,662 000,9 457zł / m²,662000.0,9457.0
3727276,https://adresowo.pl/o/mieszkanie-lodz-nowe-sady-ul-nowe-sady-3-pokojowe-a1w5g2,ponad tydzień temu,17.0,Łódź Nowe Sady,ul. Nowe Sady,Mieszkanie,3,58,True,734 900,12 671zł / m²,734900.0,12671.0
3726738,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-kaczencowa-5-pokojowe-e9v3j6,ponad tydzień temu,16.0,Łódź Bałuty,ul. Kaczeńcowa,Mieszkanie,5,116,True,1 295 000,11 164zł / m²,1295000.0,11164.0
3725984,https://adresowo.pl/o/mieszkanie-lodz-widzew-3-pokojowe-62-m2-a9u8s2,ponad tydzień temu,8.0,Łódź Widzew,,Mieszkanie,3,62,True,525 000,8 468zł / m²,525000.0,8468.0
3725878,https://adresowo.pl/o/mieszkanie-lodz-radogoszcz-2-pokojowe-42-m2-f6p2e8,ponad tydzień temu,8.0,Łódź Radogoszcz,,Mieszkanie,2,42,True,415 000,9 797zł / m²,415000.0,9797.0
3725426,https://adresowo.pl/o/mieszkanie-lodz-radogoszcz-ul-biedronkowa-2-pokojowe-e6j9o6,ponad tydzień temu,15.0,Łódź Radogoszcz,ul. Biedronkowa,Mieszkanie,2,42,True,380 000,8 958zł / m²,380000.0,8958.0
3725246,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-zawiszy-czarnego-2-pokojowe-u3a5v5,ponad tydzień temu,12.0,Łódź Bałuty,ul. Zawiszy Czarnego,Mieszkanie,2,37,True,379 000,10 199zł / m²,379000.0,10199.0
3725256,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-gabrieli-zapolskiej-2-pokojowe-o5p3d3,ponad tydzień temu,9.0,Łódź Dąbrowa,ul. Gabrieli Zapolskiej,Mieszkanie,2,45,True,345 000,7 753zł / m²,345000.0,7753.0
3724730,https://adresowo.pl/o/mieszkanie-lodz-koziny-ul-zygmunta-lorentza-2-pokojowe-k2c5v0,ponad tydzień temu,17.0,Łódź Koziny,ul. Zygmunta Lorentza,Mieszkanie,2,43,True,290 000,6 792zł / m²,290000.0,6792.0
3724372,https://adresowo.pl/o/mieszkanie-lodz-teofilow-al-pasjonistow-2-pokojowe-u0p6s4,ponad tydzień temu,1.0,Łódź Teofilów,al. Pasjonistów,Mieszkanie,2,38,True,270 000,7 166zł / m²,270000.0,7166.0
3724334,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-sw-franciszka-z-asyzu-2-pokojowe-a7r5f2,ponad tydzień temu,10.0,Łódź Górna,ul. św. Franciszka z Asyżu,Mieszkanie,2,35,True,270 000,7 714zł / m²,270000.0,7714.0
3724336,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-marysinska-2-pokojowe-b4w2a0,ponad tydzień temu,13.0,Łódź Bałuty,ul. Marysińska,Mieszkanie,2,47,True,439 950,9 451zł / m²,439950.0,9451.0
3724058,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-grodzienska-3-pokojowe-x1g2h9,ponad tydzień temu,9.0,Łódź Polesie,ul. Grodzieńska,Mieszkanie,3,55,True,450 000,8 233zł / m²,450000.0,8233.0
3723890,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-emilii-sczanieckiej-3-pokojowe-d3v0z4,ponad tydzień temu,17.0,Łódź Górna,ul. Emilii Sczanieckiej,Mieszkanie,3,66,True,750 000,11 364zł / m²,750000.0,11364.0
3723782,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-rawska-2-pokojowe-g7t0a4,ponad tydzień temu,7.0,Łódź Śródmieście,ul. Rawska,Mieszkanie,2,53,True,485 000,9 151zł / m²,485000.0,9151.0
3723710,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-nowe-sady-1-pokoj-o7k2x5,ponad tydzień temu,8.0,Łódź Górna,ul. Nowe Sady,Mieszkanie,1,34,True,399 000,11 735zł / m²,399000.0,11735.0
3723476,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-sw-teresy-od-dzieciatka-jezus-3-pokojowe-h1o2m2,ponad tydzień temu,16.0,Łódź Bałuty,ul. św. Teresy od Dzieciątka Jezus,Mieszkanie,3,92,True,1 349 000,14 663zł / m²,1349000.0,14663.0
3722488,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-prezydenta-gabriela-narutowicza-3-pokojowe-r9z2n4,ponad tydzień temu,11.0,Łódź Śródmieście,ul. Prezydenta Gabriela Narutowicza,Mieszkanie,3,55,True,429 000,7 800zł / m²,429000.0,7800.0
3722386,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-braterska-1-pokoj-s8q0u9,ponad tydzień temu,5.0,Łódź Górna,ul. Braterska,Mieszkanie,1,21,True,169 000,8 048zł / m²,169000.0,8048.0
3721578,https://adresowo.pl/o/mieszkanie-lodz-olechow-ul-leszka-bialego-2-pokojowe-m7w9k9,ponad tydzień temu,19.0,Łódź Olechów,ul. Leszka Białego,Mieszkanie,2,51,True,420 000,8 281zł / m²,420000.0,8281.0
3721530,https://adresowo.pl/o/mieszkanie-lodz-marysin-ul-lupkowa-3-pokojowe-n2u5x6,ponad tydzień temu,17.0,Łódź Marysin,ul. Łupkowa,Mieszkanie,3,65,True,780 000,12 000zł / m²,780000.0,12000.0
3720800,https://adresowo.pl/o/mieszkanie-lodz-retkinia-ul-wladyslawa-krola-3-pokojowe-r4k0k3,ponad tydzień temu,8.0,Łódź Retkinia,ul. Władysława Króla,Mieszkanie,3,53,True,445 000,8 396zł / m²,445000.0,8396.0
3720736,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-radwanska-2-pokojowe-a9i7w1,ponad tydzień temu,13.0,Łódź Śródmieście,ul. Radwańska,Mieszkanie,2,50,True,395 000,7 900zł / m²,395000.0,7900.0
3720010,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-podrzeczna-3-pokojowe-q7q8j9,ponad tydzień temu,16.0,Łódź Bałuty,ul. Podrzeczna,Mieszkanie,3,64,True,495 000,7 734zł / m²,495000.0,7734.0
3719548,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-juliusza-jurczynskiego-3-pokojowe-q0n2o3,ponad tydzień temu,8.0,Łódź Widzew,ul. Juliusza Jurczyńskiego,Mieszkanie,3,62,True,560 000,9 032zł / m²,560000.0,9032.0
3719542,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-turoszowska-2-pokojowe-q2i8m8,ponad tydzień temu,12.0,Łódź Bałuty,ul. Turoszowska,Mieszkanie,2,42,True,359 000,8 548zł / m²,359000.0,8548.0
3719422,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-franciszkanska-3-pokojowe-r9q1f0,ponad tydzień temu,14.0,Łódź Bałuty,ul. Franciszkańska,Mieszkanie,3,57,True,499 000,8 754zł / m²,499000.0,8754.0
3719238,https://adresowo.pl/o/mieszkanie-lodz-retkinia-ul-janusza-kusocinskiego-1-pokoj-k0s3m2,ponad tydzień temu,11.0,Łódź Retkinia,ul. Janusza Kusocińskiego,Mieszkanie,1,32,True,290 000,9 063zł / m²,290000.0,9063.0
3719240,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-srebrzynska-2-pokojowe-s0v0y4,ponad tydzień temu,15.0,Łódź Polesie,ul. Srebrzyńska,Mieszkanie,2,37,True,480 000,13 126zł / m²,480000.0,13126.0
3719176,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-gdanska-2-pokojowe-l0c3h9,ponad tydzień temu,13.0,Łódź Śródmieście,ul. Gdańska,Mieszkanie,2,39,True,298 000,7 641zł / m²,298000.0,7641.0
3718806,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-sasiedzka-2-pokojowe-t5z8s8,ponad tydzień temu,12.0,Łódź Górna,ul. Sąsiedzka,Mieszkanie,2,40,True,485 000,12 002zł / m²,485000.0,12002.0
3718728,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-aleksandrowska-4-pokojowe-x0w4n0,ponad tydzień temu,14.0,Łódź Teofilów,ul. Aleksandrowska,Mieszkanie,4,78,True,760 000,9 717zł / m²,760000.0,9717.0
3718714,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-marysinska-3-pokojowe-e0w8y1,ponad tydzień temu,20.0,Łódź Bałuty,ul. Marysińska,Mieszkanie,3,78,True,770 000,9 914zł / m²,770000.0,9914.0
3717844,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-2-pokojowe-36-m2-i4f4u1,ponad tydzień temu,8.0,Łódź Dąbrowa,,Mieszkanie,2,36,True,299 000,8 306zł / m²,299000.0,8306.0
3717794,https://adresowo.pl/o/mieszkanie-lodz-radiostacja-ul-pomorska-2-pokojowe-i6b9g2,ponad tydzień temu,7.0,Łódź Radiostacja,ul. Pomorska,Mieszkanie,2,37,True,444 000,12 000zł / m²,444000.0,12000.0
3717444,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-heleny-radlinskiej-3-pokojowe-m3b0f5,ponad tydzień temu,10.0,Łódź Bałuty,ul. Heleny Radlińskiej,Mieszkanie,3,62,True,531 000,8 587zł / m²,531000.0,8587.0
3717260,https://adresowo.pl/o/mieszkanie-lodz-ruda-pabianicka-ul-ksawerowska-4-pokojowe-h1v2x4,ponad tydzień temu,20.0,Łódź Ruda Pabianicka,ul. Ksawerowska,Mieszkanie,4,85,True,630 000,7 412zł / m²,630000.0,7412.0
3716498,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-wroclawska-2-pokojowe-n9b1o9,ponad tydzień temu,8.0,Łódź Bałuty,ul. Wrocławska,Mieszkanie,2,53,True,475 000,8 984zł / m²,475000.0,8984.0
3716094,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-sasiedzka-3-pokojowe-n8a2q6,ponad tydzień temu,17.0,Łódź Górna,ul. Sąsiedzka,Mieszkanie,3,60,True,695 000,11 507zł / m²,695000.0,11507.0
3716056,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-obywatelska-2-pokojowe-s0h9r2,ponad tydzień temu,9.0,Łódź Górna,ul. Obywatelska,Mieszkanie,2,56,True,419 000,7 482zł / m²,419000.0,7482.0
3715892,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-juliana-tuwima-2-pokojowe-r7x8a9,ponad tydzień temu,10.0,Łódź Widzew,ul. Juliana Tuwima,Mieszkanie,2,58,True,435 000,7 513zł / m²,435000.0,7513.0
3715680,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-traktorowa-3-pokojowe-n4k8v4,ponad tydzień temu,8.0,Łódź Teofilów,ul. Traktorowa,Mieszkanie,3,50,True,449 999,9 000zł / m²,449999.0,9000.0
3715174,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-traktorowa-2-pokojowe-i5l0r8,ponad tydzień temu,8.0,Łódź Teofilów,ul. Traktorowa,Mieszkanie,2,45,True,339 000,7 533zł / m²,339000.0,7533.0
3714690,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-uniejowska-2-pokojowe-a3c5j8,ponad tydzień temu,9.0,Łódź Bałuty,ul. Uniejowska,Mieszkanie,2,45,True,310 000,6 889zł / m²,310000.0,6889.0
3714620,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-gdanska-2-pokojowe-m3u7z9,ponad tydzień temu,8.0,Łódź Polesie,ul. Gdańska,Mieszkanie,2,63,True,415 000,6 587zł / m²,415000.0,6587.0
3714504,https://adresowo.pl/o/mieszkanie-lodz-gorna-2-pokojowe-36-m2-u4e4m3,ponad tydzień temu,8.0,Łódź Górna,,Mieszkanie,2,36,True,259 000,7 194zł / m²,259000.0,7194.0
3714244,https://adresowo.pl/o/mieszkanie-lodz-polesie-1-pokoj-38-m2-t8m6n5,ponad tydzień temu,8.0,Łódź Polesie,,Mieszkanie,1,38,True,350 000,9 211zł / m²,350000.0,9211.0
3714164,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-rabindranatha-tagore-a-2-pokojowe-y7t4w0,ponad tydzień temu,18.0,Łódź Górna,ul. Rabindranatha Tagore'a,Mieszkanie,2,36,True,330 000,9 167zł / m²,330000.0,9167.0
3713360,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-ignacego-paderewskiego-3-pokojowe-x2u8p2,ponad tydzień temu,18.0,Łódź Górna,ul. Ignacego Paderewskiego,Mieszkanie,3,48,True,480 000,10 000zł / m²,480000.0,10000.0
3712938,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-lucjana-rydla-2-pokojowe-s8m8y3,ponad tydzień temu,8.0,Łódź Górna,ul. Lucjana Rydla,Mieszkanie,2,37,True,349 000,9 512zł / m²,349000.0,9512.0
3712388,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-podhalanska-3-pokojowe-l2t8h1,ponad tydzień temu,1.0,Łódź Dąbrowa,ul. Podhalańska,Mieszkanie,3,55,True,379 000,6 891zł / m²,379000.0,6891.0
3712234,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-lokatorska-3-pokojowe-q6e7w4,ponad tydzień temu,20.0,Łódź Górna,ul. Lokatorska,Mieszkanie,3,55,True,529 000,9 618zł / m²,529000.0,9618.0
3711420,https://adresowo.pl/o/mieszkanie-lodz-stare-polesie-ul-6-sierpnia-3-pokojowe-s1d5b7,ponad tydzień temu,13.0,Łódź Stare Polesie,ul. 6 Sierpnia,Mieszkanie,3,71,True,568 000,8 000zł / m²,568000.0,8000.0
3711304,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-konstantego-ciolkowskiego-3-pokojowe-i5h8f3,ponad tydzień temu,11.0,Łódź Górna,ul. Konstantego Ciołkowskiego,Mieszkanie,3,48,True,487 000,10 146zł / m²,487000.0,10146.0
3711286,https://adresowo.pl/o/mieszkanie-lodz-stare-polesie-ul-marynarska-3-pokojowe-b3q1r2,ponad tydzień temu,12.0,Łódź Stare Polesie,ul. Marynarska,Mieszkanie,3,62,True,455 000,7 294zł / m²,455000.0,7294.0
3711050,https://adresowo.pl/o/mieszkanie-lodz-radogoszcz-ul-lozowa-3-pokojowe-f6m5m9,ponad tydzień temu,19.0,Łódź Radogoszcz,ul. Łozowa,Mieszkanie,3,74,True,890 000,11 980zł / m²,890000.0,11980.0
3710776,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-wroclawska-2-pokojowe-v4k9d0,ponad tydzień temu,8.0,Łódź Bałuty,ul. Wrocławska,Mieszkanie,2,54,True,470 000,8 704zł / m²,470000.0,8704.0
3710742,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-grabowa-4-pokojowe-x5q8w7,ponad tydzień temu,8.0,Łódź Śródmieście,ul. Grabowa,Mieszkanie,4,62,True,520 000,8 387zł / m²,520000.0,8387.0
3690344,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-gen-jozefa-bema-4-pokojowe-q9p8d2,ponad miesiąc temu,15.0,Łódź Bałuty,ul. gen. Józefa Bema,Mieszkanie,4,135,True,1 100 000,8 148zł / m²,1100000.0,8148.0
3689802,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-laczna-3-pokojowe-e6m3v4,ponad miesiąc temu,16.0,Łódź Górna,ul. Łączna,Mieszkanie,3,48,True,474 000,9 875zł / m²,474000.0,9875.0
3689500,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-lagiewnicka-2-pokojowe-y0d3v9,ponad miesiąc temu,8.0,Łódź Bałuty,ul. Łagiewnicka,Mieszkanie,2,43,True,405 000,9 419zł / m²,405000.0,9419.0
3689476,https://adresowo.pl/o/mieszkanie-lodz-olechow-ul-ksiecia-wladyslawa-opolczyka-3-pokojowe-n7o3f1,ponad miesiąc temu,2.0,Łódź Olechów,ul. Księcia Władysława Opolczyka,Mieszkanie,3,70,True,770 000,11 000zł / m²,770000.0,11000.0
3689206,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-poli-gojawiczynskiej-2-pokojowe-v1e8d3,ponad miesiąc temu,16.0,Łódź Górna,ul. Poli Gojawiczyńskiej,Mieszkanie,2,46,True,415 000,8 981zł / m²,415000.0,8981.0
3688622,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-antoniego-wiwulskiego-3-pokojowe-l4q2r4,ponad miesiąc temu,15.0,Łódź Górna,ul. Antoniego Wiwulskiego,Mieszkanie,3,46,True,459 000,9 978zł / m²,459000.0,9978.0
3687772,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-bednarska-3-pokojowe-j6q8x1,ponad miesiąc temu,9.0,Łódź Górna,ul. Bednarska,Mieszkanie,3,70,True,450 000,6 410zł / m²,450000.0,6410.0
3687690,https://adresowo.pl/o/mieszkanie-lodz-retkinia-ul-pienista-2-pokojowe-i4c0d4,ponad miesiąc temu,9.0,Łódź Retkinia,ul. Pienista,Mieszkanie,2,48,True,530 000,10 975zł / m²,530000.0,10975.0
3687506,https://adresowo.pl/o/mieszkanie-lodz-ksiezy-mlyn-ul-ks-bp-wincentego-tymienieckiego-2-pokojowe-w6c0f4,ponad miesiąc temu,8.0,Łódź Księży Młyn,ul. ks. bp. Wincentego Tymienieckiego,Mieszkanie,2,44,True,579 000,13 159zł / m²,579000.0,13159.0
3687400,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-2-pokojowe-39-m2-d0x4u0,ponad miesiąc temu,2.0,Łódź Śródmieście,,Mieszkanie,2,39,True,440 000,11 282zł / m²,440000.0,11282.0
3687250,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-srebrzynska-2-pokojowe-n5a3a5,ponad miesiąc temu,6.0,Łódź Polesie,ul. Srebrzyńska,Mieszkanie,2,45,True,539 000,11 867zł / m²,539000.0,11867.0
3686516,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-zygmunta-sierakowskiego-2-pokojowe-s9d4k1,ponad miesiąc temu,12.0,Łódź Bałuty,ul. Zygmunta Sierakowskiego,Mieszkanie,2,37,True,375 000,10 005zł / m²,375000.0,10005.0
3686356,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-3-pokojowe-68-m2-m7x5u9,ponad miesiąc temu,8.0,Łódź Śródmieście,,Mieszkanie,3,68,True,697 000,10 250zł / m²,697000.0,10250.0
3685952,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-stefana-rogozinskiego-2-pokojowe-j8j6o2,ponad miesiąc temu,8.0,Łódź Górna,ul. Stefana Rogozińskiego,Mieszkanie,2,38,True,365 000,9 605zł / m²,365000.0,9605.0
3685658,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-gdanska-4-pokojowe-j0x7v9,ponad miesiąc temu,8.0,Łódź Śródmieście,ul. Gdańska,Mieszkanie,4,60,True,890 000,14 833zł / m²,890000.0,14833.0
3685358,https://adresowo.pl/o/mieszkanie-lodz-ul-przemyslowa-3-pokojowe-d2s8d5,ponad miesiąc temu,8.0,Łódź,ul. Przemysłowa,Mieszkanie,3,47,True,335 000,7 189zł / m²,335000.0,7189.0
3685354,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-ogrodowa-1-pokoj-f6o8e1,ponad miesiąc temu,11.0,Łódź Śródmieście,ul. Ogrodowa,Mieszkanie,1,36,True,515 000,14 306zł / m²,515000.0,14306.0
