id,url,date_posted,photos,locality,street,property_type,rooms,area_m2,owner_direct,price_total_zl,price_per_m2_zl,price_total_zl_cleaned,price_per_m2_zl_cleaned,area_m2_cleaned,city
3561532,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-williama-szekspira-3-pokojowe-y7k3o8,ponad miesiąc temu,10.0,Warszawa Bielany,ul. Williama Szekspira,Mieszkanie,3,51,True,620 000,12 224zł / m²,620000.0,12224.0,51.0,Warszawa
3561440,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-eugeniusza-romera-3-pokojowe-c2h0x2,ponad miesiąc temu,9.0,Warszawa Ursynów,ul. Eugeniusza Romera,Mieszkanie,3,51,True,935 000,18 333zł / m²,935000.0,18333.0,51.0,Warszawa
3560442,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-renesansowa-3-pokojowe-f2r5y0,ponad miesiąc temu,21.0,Warszawa Bielany,ul. Renesansowa,Mieszkanie,3,60,True,875 000,14 484zł / m²,875000.0,14484.0,60.0,Warszawa
3560428,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-cybernetyki-2-pokojowe-w0s8t3,ponad miesiąc temu,17.0,Warszawa Mokotów,ul. Cybernetyki,Mieszkanie,2,60,True,1 259 000,20 983zł / m²,1259000.0,20983.0,60.0,Warszawa
3558972,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-figiel-4-pokojowe-t7e3o8,ponad miesiąc temu,20.0,Warszawa Ochota,ul. Figiel,Mieszkanie,4,133,True,2 850 000,21 429zł / m²,2850000.0,21429.0,133.0,Warszawa
3558962,https://adresowo.pl/o/mieszkanie-warszawa-chomiczowka-ul-esej-3-pokojowe-w2n3t7,ponad miesiąc temu,18.0,Warszawa Chomiczówka,ul. Esej,Mieszkanie,3,75,True,1 124 000,14 987zł / m²,1124000.0,14987.0,75.0,Warszawa
3557296,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-pulawska-2-pokojowe-j8k5x4,ponad miesiąc temu,2.0,Warszawa Mokotów,ul. Puławska,Mieszkanie,2,39,True,690 000,17 922zł / m²,690000.0,17922.0,39.0,Warszawa
3557286,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-rogalinska-3-pokojowe-a7q2a0,ponad miesiąc temu,12.0,Warszawa Wola,ul. Rogalińska,Mieszkanie,3,71,True,1 338 000,18 795zł / m²,1338000.0,18795.0,71.0,Warszawa
3557212,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-al-solidarnosci-3-pokojowe-z3c6h4,ponad miesiąc temu,10.0,Warszawa Śródmieście,"al. ""Solidarności""",Mieszkanie,3,65,True,1 999 000,30 754zł / m²,1999000.0,30754.0,65.0,Warszawa
3557174,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-wolczynska-1-pokoj-w6u3b8,ponad miesiąc temu,10.0,Warszawa Bielany,ul. Wólczyńska,Mieszkanie,1,31,True,550 000,17 799zł / m²,550000.0,17799.0,31.0,Warszawa
3556122,https://adresowo.pl/o/mieszkanie-warszawa-lewandow-ul-kartograficzna-2-pokojowe-d3b1q1,ponad miesiąc temu,10.0,Warszawa Lewandów,ul. Kartograficzna,Mieszkanie,2,43,True,637 000,14 694zł / m²,637000.0,14694.0,43.0,Warszawa
3555706,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-lwowska-2-pokojowe-o7k9x3,ponad miesiąc temu,17.0,Warszawa Śródmieście,ul. Lwowska,Mieszkanie,2,48,True,1 125 000,23 438zł / m²,1125000.0,23438.0,48.0,Warszawa
3555686,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-aluzyjna-2-pokojowe-w1k5f3,ponad miesiąc temu,5.0,Warszawa Białołęka,ul. Aluzyjna,Mieszkanie,2,46,True,699 000,15 196zł / m²,699000.0,15196.0,46.0,Warszawa
3555402,https://adresowo.pl/o/mieszkanie-warszawa-praga-ul-zupnicza-4-pokojowe-g6x9q0,ponad miesiąc temu,3.0,Warszawa Praga,ul. Żupnicza,Mieszkanie,4,90,True,1 295 000,14 317zł / m²,1295000.0,14317.0,90.0,Warszawa
3554452,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-remiszewska-1-pokoj-u7k9c6,ponad miesiąc temu,18.0,Warszawa Targówek,ul. Remiszewska,Mieszkanie,1,26,True,440 000,16 923zł / m²,440000.0,16923.0,26.0,Warszawa
3554178,https://adresowo.pl/o/mieszkanie-warszawa-wawer-ul-lucerny-2-pokojowe-o6s8y3,ponad miesiąc temu,10.0,Warszawa Wawer,ul. Lucerny,Mieszkanie,2,44,True,679 000,15 432zł / m²,679000.0,15432.0,44.0,Warszawa
3553924,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-1-sierpnia-2-pokojowe-e9y3c0,ponad miesiąc temu,8.0,Warszawa Włochy,ul. 1 Sierpnia,Mieszkanie,2,37,True,699 000,19 151zł / m²,699000.0,19151.0,37.0,Warszawa
3551888,https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-ul-jasnodworska-2-pokojowe-m6w3q4,ponad miesiąc temu,16.0,Warszawa Żoliborz,ul. Jasnodworska,Mieszkanie,2,42,True,599 000,14 399zł / m²,599000.0,14399.0,42.0,Warszawa
3551412,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-opinogorska-3-pokojowe-e7a1s1,ponad miesiąc temu,8.0,Warszawa Praga-Południe,ul. Opinogórska,Mieszkanie,3,48,True,649 000,13 521zł / m²,649000.0,13521.0,48.0,Warszawa
3551416,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-marynin-2-pokojowe-j8d4s8,ponad miesiąc temu,12.0,Warszawa Bemowo,ul. Marynin,Mieszkanie,2,39,True,666 000,17 299zł / m²,666000.0,17299.0,39.0,Warszawa
3551256,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-pieskowa-skala-3-pokojowe-z1j7w0,ponad miesiąc temu,21.0,Warszawa Ursynów,ul. Pieskowa Skała,Mieszkanie,3,61,True,1 092 000,17 990zł / m²,1092000.0,17990.0,61.0,Warszawa
3550154,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-antoniego-edwarda-odynca-2-pokojowe-i4h7c2,ponad miesiąc temu,16.0,Warszawa Mokotów,ul. Antoniego Edwarda Odyńca,Mieszkanie,2,48,True,1 060 000,22 037zł / m²,1060000.0,22037.0,48.0,Warszawa
3550062,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-fundamentowa-3-pokojowe-g4j2n5,ponad miesiąc temu,18.0,Warszawa Praga-Południe,ul. Fundamentowa,Mieszkanie,3,48,True,620 000,12 917zł / m²,620000.0,12917.0,48.0,Warszawa
3548794,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-marcina-kasprzaka-3-pokojowe-t4c7x4,ponad miesiąc temu,13.0,Warszawa Wola,ul. Marcina Kasprzaka,Mieszkanie,3,56,True,1 200 000,21 330zł / m²,1200000.0,21330.0,56.0,Warszawa
3548776,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-czerniakowska-2-pokojowe-q4f9f0,ponad miesiąc temu,14.0,Warszawa Mokotów,ul. Czerniakowska,Mieszkanie,2,37,True,550 000,15 068zł / m²,550000.0,15068.0,37.0,Warszawa
3547666,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-claudia-monteverdiego-2-pokojowe-j9q5r7,ponad miesiąc temu,17.0,Warszawa Białołęka,ul. Claudia Monteverdiego,Mieszkanie,2,38,True,649 900,17 321zł / m²,649900.0,17321.0,38.0,Warszawa
3547222,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-kopinska-1-pokoj-j8m4w8,ponad miesiąc temu,6.0,Warszawa Ochota,ul. Kopińska,Mieszkanie,1,37,True,620 000,16 816zł / m²,620000.0,16816.0,37.0,Warszawa
3547206,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-swietojanska-4-pokojowe-w4h8j0,ponad miesiąc temu,15.0,Warszawa Śródmieście,ul. Świętojańska,Mieszkanie,4,85,True,1 900 000,22 274zł / m²,1900000.0,22274.0,85.0,Warszawa
3546198,https://adresowo.pl/o/mieszkanie-warszawa-stara-milosna-3-pokojowe-80-m2-o1l2k9,ponad miesiąc temu,7.0,Warszawa Stara Miłosna,,Mieszkanie,3,80,True,999 000,12 488zł / m²,999000.0,12488.0,80.0,Warszawa
3546192,https://adresowo.pl/o/mieszkanie-warszawa-stara-milosna-4-pokojowe-90-m2-k1b4e0,ponad miesiąc temu,7.0,Warszawa Stara Miłosna,,Mieszkanie,4,90,True,999 000,11 100zł / m²,999000.0,11100.0,90.0,Warszawa
3546086,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-al-jana-pawla-ii-2-pokojowe-e7s8e2,ponad miesiąc temu,,Warszawa Śródmieście,al. Jana Pawła II,Mieszkanie,2,40,True,899 000,22 475zł / m²,899000.0,22475.0,40.0,Warszawa
3546036,https://adresowo.pl/o/mieszkanie-warszawa-powisle-ul-zagorna-2-pokojowe-i2w8q6,ponad miesiąc temu,14.0,Warszawa Powiśle,ul. Zagórna,Mieszkanie,2,59,True,1 100 000,18 644zł / m²,1100000.0,18644.0,59.0,Warszawa
3545598,https://adresowo.pl/o/mieszkanie-warszawa-ochota-4-pokojowe-101-m2-d1g2w9,ponad miesiąc temu,13.0,Warszawa Ochota,,Mieszkanie,4,102,True,1 999 000,19 648zł / m²,1999000.0,19648.0,102.0,Warszawa
3545338,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-hipolita-wawelberga-2-pokojowe-q2b3r0,ponad miesiąc temu,12.0,Warszawa Wola,ul. Hipolita Wawelberga,Mieszkanie,2,44,True,770 000,17 500zł / m²,770000.0,17500.0,44.0,Warszawa
3545308,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-nowogrodzka-4-pokojowe-v8g5n2,ponad miesiąc temu,20.0,Warszawa Ochota,ul. Nowogrodzka,Mieszkanie,4,91,True,1 440 000,15 912zł / m²,1440000.0,15912.0,91.0,Warszawa
3540662,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-krasnobrodzka-2-pokojowe-t9g5f1,ponad miesiąc temu,9.0,Warszawa Targówek,ul. Krasnobrodzka,Mieszkanie,2,46,True,679 000,14 634zł / m²,679000.0,14634.0,46.0,Warszawa
3538834,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-posag-7-panien-2-pokojowe-p1s5d8,ponad miesiąc temu,5.0,Warszawa Ursus,ul. Posag 7 Panien,Mieszkanie,2,44,True,653 766,15 012zł / m²,653766.0,15012.0,44.0,Warszawa
3538828,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-posag-7-panien-3-pokojowe-v6r6b0,ponad miesiąc temu,4.0,Warszawa Ursus,ul. Posag 7 Panien,Mieszkanie,3,60,True,805 041,13 519zł / m²,805041.0,13519.0,60.0,Warszawa
3537068,https://adresowo.pl/o/mieszkanie-warszawa-rakowiec-ul-wislicka-3-pokojowe-w2v1e7,ponad miesiąc temu,12.0,Warszawa Rakowiec,ul. Wiślicka,Mieszkanie,3,62,True,1 130 000,18 196zł / m²,1130000.0,18196.0,62.0,Warszawa
3536774,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-posag-7-panien-2-pokojowe-k2l0k5,ponad miesiąc temu,4.0,Warszawa Ursus,ul. Posag 7 Panien,Mieszkanie,2,44,True,658 484,15 131zł / m²,658484.0,15131.0,44.0,Warszawa
3536776,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-posag-7-panien-3-pokojowe-k9w6u7,ponad miesiąc temu,4.0,Warszawa Ursus,ul. Posag 7 Panien,Mieszkanie,3,59,True,803 367,13 516zł / m²,803367.0,13516.0,59.0,Warszawa
3529702,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-wladyslawa-korotynskiego-3-pokojowe-i7l6u9,ponad miesiąc temu,2.0,Warszawa Ochota,ul. Władysława Korotyńskiego,Mieszkanie,3,61,True,945 000,15 492zł / m²,945000.0,15492.0,61.0,Warszawa
3529650,https://adresowo.pl/o/mieszkanie-warszawa-wola-al-prymasa-tysiaclecia-3-pokojowe-c1b4f9,ponad miesiąc temu,11.0,Warszawa Wola,al. Prymasa Tysiąclecia,Mieszkanie,3,57,True,630 000,11 150zł / m²,630000.0,11150.0,57.0,Warszawa
3529620,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-chodecka-2-pokojowe-b4e8g3,ponad miesiąc temu,7.0,Warszawa Targówek,ul. Chodecka,Mieszkanie,2,38,True,550 000,14 512zł / m²,550000.0,14512.0,38.0,Warszawa
3524616,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-stanislawa-noakowskiego-4-pokojowe-m1s2y3,ponad miesiąc temu,8.0,Warszawa Śródmieście,ul. Stanisława Noakowskiego,Mieszkanie,4,134,True,2 490 000,18 610zł / m²,2490000.0,18610.0,134.0,Warszawa
3524588,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-ekologiczna-3-pokojowe-f1l9r8,ponad miesiąc temu,15.0,Warszawa Ursynów,ul. Ekologiczna,Mieszkanie,3,71,True,1 249 500,17 500zł / m²,1249500.0,17500.0,71.0,Warszawa
3524592,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-bruzdowa-1-pokoj-p7g2b9,ponad miesiąc temu,9.0,Warszawa Wilanów,ul. Bruzdowa,Mieszkanie,1,34,True,615 000,18 249zł / m²,615000.0,18249.0,34.0,Warszawa
3524282,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-gen-wladyslawa-andersa-2-pokojowe-b0c5t7,ponad miesiąc temu,10.0,Warszawa Śródmieście,ul. gen. Władysława Andersa,Mieszkanie,2,44,True,850 000,19 318zł / m²,850000.0,19318.0,44.0,Warszawa
3522978,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-rosy-bailly-3-pokojowe-i1q9k2,ponad miesiąc temu,18.0,Warszawa Bemowo,ul. Rosy Bailly,Mieszkanie,3,64,True,947 000,14 890zł / m²,947000.0,14890.0,64.0,Warszawa
3522890,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-obozna-1-pokoj-w1o4r2,ponad miesiąc temu,11.0,Warszawa Śródmieście,ul. Oboźna,Mieszkanie,1,28,True,799 000,28 394zł / m²,799000.0,28394.0,28.0,Warszawa
3522886,https://adresowo.pl/o/mieszkanie-warszawa-ul-sochaczewska-4-pokojowe-x6p7k7,ponad miesiąc temu,15.0,Warszawa,ul. Sochaczewska,Mieszkanie,4,135,True,1 099 000,8 152zł / m²,1099000.0,8152.0,135.0,Warszawa
3522558,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-jana-olbrachta-4-pokojowe-d3t8b3,ponad miesiąc temu,9.0,Warszawa Wola,ul. Jana Olbrachta,Mieszkanie,4,91,True,2 000 000,22 043zł / m²,2000000.0,22043.0,91.0,Warszawa
3522150,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-jozefa-mehoffera-3-pokojowe-s6m4e6,ponad miesiąc temu,12.0,Warszawa Białołęka,ul. Józefa Mehoffera,Mieszkanie,3,71,True,750 000,10 623zł / m²,750000.0,10623.0,71.0,Warszawa
3521298,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-pilchowicka-3-pokojowe-u1k2t0,ponad miesiąc temu,13.0,Warszawa Włochy,ul. Pilchowicka,Mieszkanie,3,58,True,1 200 000,20 870zł / m²,1200000.0,20870.0,58.0,Warszawa
3521270,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-al-aleja-solidarnosci-3-pokojowe-m3v1m3,ponad miesiąc temu,10.0,Warszawa Śródmieście,"al. Aleja ""Solidarności""",Mieszkanie,3,56,True,1 149 000,20 409zł / m²,1149000.0,20409.0,56.0,Warszawa
3521220,https://adresowo.pl/o/mieszkanie-warszawa-wawer-ul-garncarska-5-pokojowe-j0s2b1,ponad miesiąc temu,13.0,Warszawa Wawer,ul. Garncarska,Mieszkanie,5,121,True,1 525 000,12 579zł / m²,1525000.0,12579.0,121.0,Warszawa
3521202,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-sarmacka-3-pokojowe-w1o3b4,ponad miesiąc temu,,Warszawa Wilanów,ul. Sarmacka,Mieszkanie,3,95,True,1 990 000,20 939zł / m²,1990000.0,20939.0,95.0,Warszawa
3521184,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-szlenkierow-1-pokoj-r2r2f3,ponad miesiąc temu,8.0,Warszawa Wola,ul. Szlenkierów,Mieszkanie,1,20,True,469 000,23 687zł / m²,469000.0,23687.0,20.0,Warszawa
3519162,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-jozefa-sowinskiego-2-pokojowe-u7h8e8,ponad miesiąc temu,8.0,Warszawa Wola,ul. Józefa Sowińskiego,Mieszkanie,2,42,True,975 000,23 432zł / m²,975000.0,23432.0,42.0,Warszawa
3518696,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-al-stanow-zjednoczonych-2-pokojowe-n2z1o7,ponad miesiąc temu,12.0,Warszawa Praga-Południe,al. Stanów Zjednoczonych,Mieszkanie,2,39,True,729 000,18 611zł / m²,729000.0,18611.0,39.0,Warszawa
3518636,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-grzybowska-2-pokojowe-t4u2e5,ponad miesiąc temu,,Warszawa Śródmieście,ul. Grzybowska,Mieszkanie,2,27,True,699 000,26 180zł / m²,699000.0,26180.0,27.0,Warszawa
3515682,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-ludwika-narbutta-3-pokojowe-b3d8y0,ponad miesiąc temu,10.0,Warszawa Mokotów,ul. Ludwika Narbutta,Mieszkanie,3,79,True,1 630 000,20 633zł / m²,1630000.0,20633.0,79.0,Warszawa
3515674,https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-ul-kaliny-jedrusik-4-pokojowe-b4z7c9,ponad miesiąc temu,23.0,Warszawa Żoliborz,ul. Kaliny Jędrusik,Mieszkanie,4,84,True,2 150 000,25 516zł / m²,2150000.0,25516.0,84.0,Warszawa
3515436,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-al-rzeczypospolitej-3-pokojowe-t4v7z9,ponad miesiąc temu,13.0,Warszawa Wilanów,al. Rzeczypospolitej,Mieszkanie,3,54,True,1 299 000,23 857zł / m²,1299000.0,23857.0,54.0,Warszawa
3515112,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-jana-kazimierza-3-pokojowe-i3y4o8,ponad miesiąc temu,11.0,Warszawa Wola,ul. Jana Kazimierza,Mieszkanie,3,60,True,1 191 080,19 998zł / m²,1191080.0,19998.0,60.0,Warszawa
3513970,https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-ul-przasnyska-2-pokojowe-g8k9g8,ponad miesiąc temu,7.0,Warszawa Żoliborz,ul. Przasnyska,Mieszkanie,2,45,True,689 000,15 311zł / m²,689000.0,15311.0,45.0,Warszawa
3513956,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-suwalska-3-pokojowe-u2c8w7,ponad miesiąc temu,12.0,Warszawa Targówek,ul. Suwalska,Mieszkanie,3,47,True,659 000,14 021zł / m²,659000.0,14021.0,47.0,Warszawa
3513834,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-antoniego-kocjana-3-pokojowe-k8b9f6,ponad miesiąc temu,20.0,Warszawa Bemowo,ul. Antoniego Kocjana,Mieszkanie,3,78,True,1 267 000,16 244zł / m²,1267000.0,16244.0,78.0,Warszawa
3513786,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-ostrodzka-3-pokojowe-h2g1x2,ponad miesiąc temu,14.0,Warszawa Targówek,ul. Ostródzka,Mieszkanie,3,68,True,869 000,12 701zł / m²,869000.0,12701.0,68.0,Warszawa
3513750,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-aleje-jerozolimskie-4-pokojowe-h5o4q3,ponad miesiąc temu,18.0,Warszawa Włochy,ul. Aleje Jerozolimskie,Mieszkanie,4,101,True,1 449 000,14 361zł / m²,1449000.0,14361.0,101.0,Warszawa
3513628,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-luki-wielkie-4-pokojowe-u5b0z4,ponad miesiąc temu,20.0,Warszawa Włochy,ul. Łuki Wielkie,Mieszkanie,4,86,True,1 549 000,18 075zł / m²,1549000.0,18075.0,86.0,Warszawa
3509998,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-marcina-kasprzaka-3-pokojowe-k7j5k9,ponad miesiąc temu,15.0,Warszawa Wola,ul. Marcina Kasprzaka,Mieszkanie,3,55,True,1 450 000,26 235zł / m²,1450000.0,26235.0,55.0,Warszawa
3507972,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-pultuska-3-pokojowe-j2u7v3,ponad miesiąc temu,15.0,Warszawa Praga-Południe,ul. Pułtuska,Mieszkanie,3,100,True,1 499 000,14 962zł / m²,1499000.0,14962.0,100.0,Warszawa
3507940,https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-ul-kaliny-jedrusik-2-pokojowe-w7u4h3,ponad miesiąc temu,6.0,Warszawa Żoliborz,ul. Kaliny Jędrusik,Mieszkanie,2,55,True,1 349 000,24 514zł / m²,1349000.0,24514.0,55.0,Warszawa
3507382,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-sewastopolska-2-pokojowe-c8e8w2,ponad miesiąc temu,7.0,Warszawa Mokotów,ul. Sewastopolska,Mieszkanie,2,43,True,639 900,15 056zł / m²,639900.0,15056.0,43.0,Warszawa
3507354,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-aluzyjna-2-pokojowe-s5q9q5,ponad miesiąc temu,13.0,Warszawa Białołęka,ul. Aluzyjna,Mieszkanie,2,45,True,609 000,13 685zł / m²,609000.0,13685.0,45.0,Warszawa
3505726,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-wolska-1-pokoj-n2p6o0,ponad miesiąc temu,13.0,Warszawa Wola,ul. Wolska,Mieszkanie,1,23,True,460 000,20 122zł / m²,460000.0,20122.0,23.0,Warszawa
3505562,https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-ul-kaliny-jedrusik-3-pokojowe-o8g1n2,ponad miesiąc temu,20.0,Warszawa Żoliborz,ul. Kaliny Jędrusik,Mieszkanie,3,54,True,1 299 000,23 879zł / m²,1299000.0,23879.0,54.0,Warszawa
3504244,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-al-jana-pawla-ii-4-pokojowe-q7u9j9,ponad miesiąc temu,19.0,Warszawa Śródmieście,al. Jana Pawła II,Mieszkanie,4,94,True,2 445 000,25 983zł / m²,2445000.0,25983.0,94.0,Warszawa
3503438,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-lojewska-3-pokojowe-q8n0q5,ponad miesiąc temu,8.0,Warszawa Targówek,ul. Łojewska,Mieszkanie,3,47,True,600 000,12 766zł / m²,600000.0,12766.0,47.0,Warszawa
3501442,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-zurawia-2-pokojowe-k5q3i1,ponad miesiąc temu,9.0,Warszawa Śródmieście,ul. Żurawia,Mieszkanie,2,36,True,899 000,24 972zł / m²,899000.0,24972.0,36.0,Warszawa
3499762,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-oskara-sosnowskiego-3-pokojowe-d3j9p9,ponad miesiąc temu,14.0,Warszawa Ursynów,ul. Oskara Sosnowskiego,Mieszkanie,3,53,True,989 000,18 660zł / m²,989000.0,18660.0,53.0,Warszawa
3499760,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-3-pokojowe-67-m2-u6z8x4,ponad miesiąc temu,13.0,Warszawa Praga-Południe,,Mieszkanie,3,67,True,790 000,11 791zł / m²,790000.0,11791.0,67.0,Warszawa
3499524,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-legendy-2-pokojowe-m1d8b8,ponad miesiąc temu,3.0,Warszawa Bemowo,ul. Legendy,Mieszkanie,2,47,True,699 000,14 872zł / m²,699000.0,14872.0,47.0,Warszawa
3498046,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-sw-bonifacego-3-pokojowe-t5n4n3,ponad miesiąc temu,6.0,Warszawa Mokotów,ul. św. Bonifacego,Mieszkanie,3,48,True,719 000,14 917zł / m²,719000.0,14917.0,48.0,Warszawa
3497218,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-piasta-kolodzieja-3-pokojowe-q2l3g3,ponad miesiąc temu,20.0,Warszawa Białołęka,ul. Piasta Kołodzieja,Mieszkanie,3,65,True,974 000,15 045zł / m²,974000.0,15045.0,65.0,Warszawa
3495988,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-swietoslawska-1-pokoj-z5h8h3,ponad miesiąc temu,16.0,Warszawa Praga-Południe,ul. Świętosławska,Mieszkanie,1,30,True,499 000,16 633zł / m²,499000.0,16633.0,30.0,Warszawa
3495952,https://adresowo.pl/o/mieszkanie-warszawa-skorosze-ul-tomcia-palucha-2-pokojowe-u8x2h9,ponad miesiąc temu,11.0,Warszawa Skorosze,ul. Tomcia Palucha,Mieszkanie,2,56,True,659 000,11 684zł / m²,659000.0,11684.0,56.0,Warszawa
3495746,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-laskowa-2-pokojowe-t0y6d0,ponad miesiąc temu,15.0,Warszawa Wola,ul. Laskowa,Mieszkanie,2,42,True,619 000,14 916zł / m²,619000.0,14916.0,42.0,Warszawa
3495606,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-afrykanska-2-pokojowe-x6h7x6,ponad miesiąc temu,18.0,Warszawa Praga-Południe,ul. Afrykańska,Mieszkanie,2,29,True,595 000,20 517zł / m²,595000.0,20517.0,29.0,Warszawa
3495522,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-bokserska-2-pokojowe-z5x6i3,ponad miesiąc temu,8.0,Warszawa Mokotów,ul. Bokserska,Mieszkanie,2,47,True,795 483,16 900zł / m²,795483.0,16900.0,47.0,Warszawa
3491630,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-nieklanska-2-pokojowe-d2s2w1,ponad miesiąc temu,8.0,Warszawa Praga-Południe,ul. Niekłańska,Mieszkanie,2,48,True,850 000,17 708zł / m²,850000.0,17708.0,48.0,Warszawa
3491468,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-betonowa-3-pokojowe-n3v1t1,ponad miesiąc temu,18.0,Warszawa Praga-Południe,ul. Betonowa,Mieszkanie,3,59,True,799 000,13 658zł / m²,799000.0,13658.0,59.0,Warszawa
3491238,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-grochowska-1-pokoj-a1t2n4,ponad miesiąc temu,6.0,Warszawa Praga-Południe,ul. Grochowska,Mieszkanie,1,28,True,620 000,22 143zł / m²,620000.0,22143.0,28.0,Warszawa
3489654,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-jowisza-4-pokojowe-s3x9l6,ponad miesiąc temu,14.0,Warszawa Bielany,ul. Jowisza,Mieszkanie,4,77,True,940 000,12 208zł / m²,940000.0,12208.0,77.0,Warszawa
3489098,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-krakowskie-przedmiescie-2-pokojowe-r7y5x8,ponad miesiąc temu,30.0,Warszawa Śródmieście,ul. Krakowskie Przedmieście,Mieszkanie,2,60,True,1 249 000,20 921zł / m²,1249000.0,20921.0,60.0,Warszawa
